array_index,photo_id,username,category,lat,long,is_llava_imputed,preprocessed_text
149,3e3eb5db-d5d7-460b-a15b-f8a93f85ef1f,teri284,problem,,,False,sterile unterführung grütze die unterführung ist zwar schön hell aber ein wenig eintönig man könnte meh mit farben was machen aber hellen farben damit es nicht zu dunkel ist
150,ffab36ea-fff5-429e-80b8-eb9498d7e292,mountainpixel,problem,47.49914,8.749893,False,no bike access no bike access
151,0b3fdb01-b8e8-4b31-a719-6c21eca941d8,rojan,problem,47.499596,8.723112,True,topic station with many trains description two trains are at the station the platform is empty lights from the trains are on how to resolve or strengthen make sure all trains are ready for departure before boarding begins keep the station clean and well lit
152,1a6c890b-80c7-476b-bdfb-f03f94a06c5b,pascal,problem,47.498962,8.749784,False,not a nice shelter if it rains
153,f023e50f-1d9b-4dfe-a44f-7ac1a3a0d173,mountainpixel,problem,47.49914,8.749893,False,usless place empty lot not nice to look at a couple of benches and trees would be nice
154,41f3197d-2414-4057-954e-002ce9c05310,xolivier,problem,,,False,relatively dark station no good lighting even during day open up the top with glass
155,40ba6014-b718-4d6a-9e7d-83b32a6f2ebe,arejou,problem,47.49874,8.750626,False,fehlender ticketautomat auf der rückseite des bahnhofs wer von dieser seite kommt muss unter dem ganzen bahnhof durch um ein ticket zu lösen ticketautomat platzieren
156,1fb62b5f-dd2b-4cfc-9ede-3ab9b35a6cab,xolivier,problem,,,False,not inviting to stay long a little dystopian old vibe repaint and put in more bright colours
157,f709262e-947c-492e-a4f8-61d7a8988a29,rojan,problem,47.499657,8.722663,False,es ist zu dunkel kein ort für lange aufenthalte mehr glas bessere beleuchtung den bahnhof weiss streichen
158,059bdbfc-4448-41df-9713-863d9b3454e9,rojan,problem,47.49957,8.723072,False,zugverspätung weiterreise zeit ist geld
159,278bc7ec-aaca-4302-a503-55466deab987,xolivier,problem,,,False,why block the entrance on a bycicle connection does not encourage the use of the velo station remove the blockera
160,1ee6eb52-d2bf-4b76-a200-a5d91c2d59f6,rojan,problem,47.499275,8.722636,False,verschmutzung auf den gleisen bussen für verschmutzung
161,e9bf7333-b95b-49c6-87a0-220f9b2f32b7,rojan,problem,47.49901,8.722964,False,veloparkplatzeingang zu schmal man kann nicht direkt zum abstellplatz fahren breiteren aufgang ohne so eine kurve zu bauen
162,5a20efdf-4c2c-488f-86fc-d99edcfd1a6e,xolivier,problem,,,False,noone sees this peoplecrossing signal no good signalling or markings so noone realises that there is a redlight potentially mark the ground with a streetcrossing
163,2982bea9-10ed-4a5b-b08a-f00bcd582ee5,c_real,problem,47.500957,8.724168,False,bedachung sehr dunkle nicht schöne bedachung auch bei tageslicht fühlt sich der bahnhof düster an aufwertung der bedachung mehr licht
164,95e31343-c238-4525-ad54-8424209cc634,rojan,problem,47.49885,8.724251,False,keine grünen pflanzen zu wenig wasser mehr aufmerksamkeit schenken
165,6b679b6d-32cf-4078-b854-2b148446c480,mountainpixel,problem,47.49752,8.732062,False,no crossing to the other side dangerous to get to the other side long walk to other crossings make a crossing
166,b9cafa6f-5369-4d38-8e36-5397140da0d5,mountainpixel,problem,47.49792,8.729662,False,what is this road car park or pavement once got run over here get rid of this stupid secondary road and parking spaces
167,a168f9c5-9c72-48d1-9bc1-b8119a994e75,rojan,problem,47.497955,8.726286,False,fussgängerübergang nicht klar ersichtlich das es auch eine ausfahrt ist fussgänger laufen oft über rot und es ist ihnen gar nicht bewusst markierungen am boden erstellen
168,4e2706ca-d22e-45cb-ae6c-7903afe8ae66,rojan,problem,47.497566,8.728052,False,physikgebäude passt nicht ins stadtbild neubau
169,9380b476-039b-478d-b91a-2f028a144ca0,c_real,problem,47.49829,8.72803,False,rumstehende autos autos welche unzulässig in der autofreien altstadt herum stehen die autos sind hässlich und stören das stadtbild die altstadt nicht zugänglich machen mit poller und schrankensystem mehr kontrollen und parkbussen verteilen
170,0ebfcc4e-2461-4e4e-a959-a0561a05e75c,csd,problem,47.498013,8.73076,False,people watching loud videos on their phones i just find this very annoying and often distracting i think the other passengers should be more respected they could use headphones
171,cf6608d1-366c-4e43-8d95-8806258aa9c4,bueelma,problem,47.497284,8.730339,False,unterführung technikumstrasse es stinkt es ist dunkel man fühlt sich unwohl bessere beleuchtung sauberkeit
172,bf9eadbe-705a-41ad-96d7-3365a1245318,bueelma,problem,47.597015,8.68427,False,begegnung busse zufussgehende zu viele busse und menschen kreuzen ohne regulierung unterführung ampel eingezeichnete wege zäune
173,74085256-b084-4881-a430-0dfe797cbc7e,bueelma,problem,47.501495,8.724452,False,fussführung zhaw bhf ungünstig unflüssige grünphase zebrastreifen alstadteinfahrt unklar wird von zufussgehenden nicht wahrgenommen beachtet da wenig autoverkehr in die altstadt besser sichtbare signalisierung priorisierung fussgängerströme oder lenkung der zu fussgehenden auf alternativen wegen bsp über hintere lagerhaustr oder altstadt
174,6fd8b4c3-d2f4-4f66-90b8-51fd1d09a14a,nm,problem,,,False,zug verspätet
175,72624c65-3aff-40af-b004-65f3078fea11,sibil,problem,47.482227,8.770192,True,topic broken glass on bus stop screen description the digital bus schedule has been smashed making it unusable for users how to resolve or strengthen repair the broken glass and clean up any debris to ensure passenger safety
